단어,빈도
들렸으면,1
해놨구나,1
놀리면,1
찾아왔는데,1
아앙,1
쐬면,1
들어서가,1
끝나더라고,1
내보냈는데,1
쳤으니,1
찢어서도,1
닦느라,1
자타,1
멸칫,1
꽁냥꽁,1
간번,1
웃었냐,1
집이더라,1
찾아보든,1
깔나게,1
찍어져,1
낸다라는,1
가봐야겠다라는,1
높였으면,1
가십시다,1
예리,1
인트로,1
쏠티,1
인붐,1
인브,1
쿠드,1
헤브,1
스탈,1
스란,1
겟업,1
듣냐면,1
적이거든,1
샌의,1
담겨있을,1
남겨줄게,1
차임,1
새것인데,1
내놓아져,1
새것이었기,1
틀렸는지,1
낫겠어라고,1
사보시는,1
다가오게,1
여기는가라는,1
띄어쓰기,1
연성,1
쾌녀,1
흘렀,1
쥐어주시면서,1
가지시라고,1
붙여놓,1
덜어놨어라고,1
는데도,1
됩니다라고,1
넘겼지만,1
빛나가서,1
혼내도,1
혼내셨는데,1
가르쳐주셨는데,1
맡기겠니라고,1
들었다면서,1
건넸을,1
나오셨다라고,1
웃어주시고,1
주춧돌,1
엎드,1
환제,1
바방,1
일럴,1
나았지요,1
푸셨는지,1
일러주시고요,1
풀리질,1
좋아지셨으니까,1
쉬어하는,1
일려,1
눈뜬,1
드리겠습니다만,1
쳐놓고,1
나으면은,1
에릭슨,1
프로이트,1
내분비계,1
재무회계,1
박사학위,1
학계,1
알파이,1
각주,1
목차,1
배근,1
트라이세스,1
타오라,1
배워주시긴,1
내주셨냐,1
이어셨는데,1
바라긴,1
이시잖아,1
들께서도,1
만들라,1
채워놨고,1
돌렸지,1
건너온,1
심학,1
두부김치,1
등린,1
스타벅,1
산점,1
학산,1
산이었던,1
아실지는,1
올라가셔도,1
않으시더라도,1
올라가고도,1
오르실,1
오른다면,1
했다라고까지,1
산이긴,1
동성동본,1
금혼,1
친저,1
예수,1
뵙자라고,1
놓자는,1
쓰러지셔서,1
서더라고요,1
넘으셨거든요,1
받고의,1
하신다니까,1
걷겠어,1
바꾸셨네요,1
않으셨겠지만,1
이어진다면은,1
예보,1
열어놓는데,1
해나가면서,1
더워지는,1
않으셨었나요,1
덮히고,1
된다보다는,1
걷어내는,1
내보여야,1
오가는데,1
밀숲,1
피코,1
다용,1
크랜베리,1
면보,1
오야꼬동,1
몰랐고요,1
식혀줄,1
당겨서요,1
들하고요,1
찐하고,1
지치나,1
왁싱,1
결결,1
듀얼,1
지베르,1
컬렉터,1
아이엔지,1
반띵,1
젤라,1
차리셔서,1
뜯지를,1
쓰겠는데,1
쓰신다고요,1
쓰시네요,1
들이신,1
사셨잖아요,1
파우던데,1
오라고요,1
뱉어내,1
껐어요,1
샀죠,1
남아나질,1
만들었더라,1
뱉어내는,1
하였다,1
맞으나요,1
인볼브,1
시엠시,1
파장,1
최최,1
계스,1
내려왔잖아요,1
섞이나,1
겪는다는,1
좋아졌다가,1
내려왔냐고,1
털어도,1
죽겠어요,1
질렀어요,1
달래주려고,1
그만두려고,1
돌려놨잖아요,1
치우쳐지면,1
머물진,1
판데기로,1
된느,1
환희,1
육아법,1
풍만,1
가정방문,1
찌라,1
않기를,1
낳아줘서,1
태어날까,1
가졌기,1
사느,1
빠지려,1
들어가겠다고,1
받으수,1
돌아오나,1
앤비,1
상앙,1
즐겼고요,1
가졌음에도,1
그만뒀었어요,1
틀어주잖아요,1
들려오는데,1
올드팝,1
이메진,1
합참,1
드팝,1
박지윤,1
곡것,1
협연,1
협주곡,1
조성진,1
붐업,1
대님,1
이승환,1
듣느냐에,1
어우러진,1
부르냐에,1
어우러졌던,1
올려가면서,1
따지면는,1
들으시다,1
들으시게,1
들었으면은,1
위키드,1
유롤,1
착시,1
봤었으니까,1
만들어졌을,1
뽑자면은,1
다다른,1
갈린다,1
만나셨단,1
돌아오셨더라고요,1
미뤄도,1
난데요,1
뵙기를,1
꿈이었으니까,1
원리금,1
방카,1
자본가,1
두레,1
물질문명,1
거시경제,1
성금,1
뼬까,1
져는,1
줄임으로써,1
아시다치,1
몰려있잖아요,1
들고는,1
돌아온다거나,1
벌길래,1
그릏,1
입어야겠다라든지,1
사야겠다라,1
차이이긴,1
쓴다던지,1
입는다던지,1
받쳐주지를,1
맞다던가,1
잦았기,1
샀기에,1
고르시나요,1
들고나가도,1
돋보일,1
홍요섭,1
캐처,1
이석훈,1
김지선,1
마렵잖아,1
배우마,1
참시도,1
때우니까,1
살아남으려고,1
켜세요,1
드렸더라고요,1
물수건,1
삭삭,1
호야,1
화느,1
트리나,1
쪼글,1
타잔,1
이룡,1
잔풀,1
깎았죠,1
깎으니까,1
깎이니까,1
닦일,1
닦이잖아요,1
핥으니까,1
닦여야,1
닦이기로,1
카시안가,1
조르니까,1
조르질,1
죽인단,1
살아나요,1
키우시죠,1
나겠던데,1
벗겨지더니,1
키우겠더라,1
느끼겠,1
키우겠어,1
되던데요,1
미루랑,1
암행어사,1
스테비아,1
짠물,1
롭다,1
담으시는데,1
담아요,1
둬요,1
담아다,1
담기도,1
가두지,1
무쳤어요,1
잃어버리더라고요,1
익는다,1
쉰다,1
쑤지,1
익어나니까,1
나가기만,1
골라다,1
마시냐고,1
섞는대요,1
역삼각형,1
로즌,1
덮을까,1
길면서,1
덮었는데,1
자르거나,1
넘겼거든요,1
바라보기가,1
안다든,1
업이었나,1
둘러보시는,1
남기기에,1
붙었다고,1
처지거든요,1
처지지도,1
집히는데,1
스킨스,1
존스홉킨스,1
상응,1
땄다면,1
길들도,1
놓으려는,1
않겠지마는,1
기다리겠다라는,1
나아갔으면,1
박는다는,1
늘릴수록,1
커질수록,1
긋이,1
함께였으면,1
벌어놓으셔야겠네요,1
벌어놓고,1
진관,1
백담,1
외설,1
무릉,1
무릉도원,1
징열,1
기와집,1
남반,1
남반구,1
폴추,1
만났었어,1
올라갔었고,1
바뀌었겠지,1
내려다볼,1
보셨네,1
생겼으니깐,1
모아놨어,1
해놨거든,1
다니시면은,1
걷긴,1
움직일까,1
들어가네,1
짜자고,1
랍시고,1
별사탕,1
임수정,1
애정씬,1
왈츠,1
슈룹,1
덕망,1
유덕화,1
닐슨,1
리슨,1
선이잖아,1
끌려야,1
내보이진,1
따라가지도,1
될게,1
꽂혔냐,1
딸이었지,1
바람난,1
얹혀사는,1
드셨지,1
넘으셨어,1
가시돌기,1
얼음장,1
일러에다가,1
붓잖아,1
뚫린대,1
불렀거든,1
뚫으,1
차가워져,1
올려놓,1
꺼야지,1
사놓으신,1
해드렸었는데,1
뒀죠,1
일어났다고,1
사라지다시피,1
크라든지,1
남아있질,1
채워놓는,1
옮기다가,1
노션던,1
나무늘보,1
바비인형,1
하겠고요,1
지키다,1
떨렸던,1
보자여서,1
끊어졌었는데요,1
맞는지요,1
젖었던,1
갔었었는데요,1
바래다주면,1
열려있습니다,1
닮았다라고,1
드강,1
게트,1
여제,1
그싯,1
입으셨지만,1
자신가요,1
않았었지만,1
바라보시고,1
챙겨다니,1
꺼지더라도,1
입으시잖아요,1
가렸으면,1
군더더기,1
숯향,1
아스파라거스,1
키조개,1
꼬리곰탕,1
배춧잎,1
찾아다니지,1
잡내가,1
굽는데,1
구워지면은,1
갔다기,1
팔았었잖아요,1
녹고요,1
담가져,1
찾아다니니까,1
넣니라는,1
합하면은,1
볶다,1
날아가면서,1
볶는다,1
넣는다던가,1
버고,1
북집,1
파니,1
아시다시,1
찢겨,1
찢김이나,1
버렸겠지만,1
개였네요,1
받았으면서,1
깎는다거나,1
녹슬어,1
나왔길래,1
매기거나,1
나눔이면서,1
쏘서,1
가져가셨어,1
새거였는데,1
틸레만스,1
브라이턴,1
모우,1
백이십삼,1
풀터,1
브라움,1
히든카드,1
리핸즈,1
자칸,1
펄스,1
건틀릿,1
자크,1
르블랑,1
린저,1
클랭,1
코그모,1
이겨도,1
오르던데,1
맛보면,1
카기,1
하겠단,1
이길지,1
자야를,1
신이긴,1
꺼내도,1
얼건,1
돌아가려,1
밴을,1
깨지지,1
가다세,1
올이라고,1
끌어도,1
환차손,1
거액,1
방열기,1
전말,1
쪼끔이긴,1
하고이는,1
넣어줘서,1
모아가면은,1
띄운다거나,1
뛰려면,1
까먹었거든요,1
뛰었다가,1
돌아왔거든요,1
했다고도,1
법동,1
맞아져서,1
걸어가기엔,1
둘이긴,1
주무시지,1
차려놓으면,1
가려놓고서,1
넣던,1
던졌던,1
쌍방,1
쫄병,1
양장점,1
안코,1
배시네요,1
쳐져요,1
마치긴,1
치렀거든요,1
좋아졌다니까,1
꿨거든요,1
나아졌지,1
남겨주세요,1
남기시고요,1
챙기시길,1
바라겠,1
닦았었어요,1
씻었었는데,1
닦아내라고,1
졸려가지고,1
잠들었기,1
떨었는지,1
먹어가지고,1
남기세요,1
지내니깐,1
놓이고,1
가지시고요,1
지내시길,1
꿰매어서,1
꿰매,1
봐가지고,1
새것이,1
바꿔가지고,1
지냈지마는,1
울어주고,1
화공학,1
비올라,1
추체,1
축젯날,1
대동제,1
강의식,1
과몽,1
난다라고,1
열려요,1
열립니다,1
오셨어,1
높아질수록,1
올려주시는,1
내주셔요,1
비추하길래,1
먹길래,1
나가길,1
쳐다보더라고요,1
봐주길래,1
살풀이,1
한량무,1
판소리,1
빈도리,1
바이어스,1
단심,1
가리키,1
즐겨하시기,1
맞췄나,1
말이겠어요,1
올렸었거든요,1
불렀었고요,1
뽈뽈뽈뽈,1
생식기,1
곤지,1
터트,1
먹이던,1
내보내지,1
깨웠을,1
깨웠었대,1
처졌는데,1
줄어들더니,1
개네는,1
빼놨었거든,1
웃기다니까,1
터졌다,1
깨졌어,1
데려온다,1
데려오자고,1
데려오는지도,1
뛰어다니니까,1
흐른단,1
닦으려면,1
지워지거든,1
먹었었더라,1
올만,1
만다니까,1
오제,1
칠만,1
안세영,1
취했구,1
스매시,1
봐주고도,1
넘어오라,1
켜주고,1
바뀌겠다,1
묵혀놨던,1
혼났지,1
즐겨하니까,1
쳤는데도,1
굳혀져,1
나눠가는,1
찌그러졌었잖아,1
칠수,1
웃더라,1
웃는지,1
웃고는,1
자극받아서,1
껴줘,1
붙였잖아,1
다니실까,1
해치실까,1
능구렁이,1
만나더라고요,1
키워가서,1
낮췄어야,1
찼으니까,1
가만있지,1
꾸리기,1
이러시거든요,1
나섭니다,1
망설임도,1
마주쳤거든요,1
넘어갔어요,1
일하는데서,1
남자래도,1
풍족,1
벌리려고,1
쪼들리면서도,1
했었었단,1
했었었던,1
다퉜었던,1
받는다던가,1
옮겼으면,1
모으고를,1
아낀다든지,1
쌓였겠죠,1
듣더니만,1
모았더니,1
대느냐,1
모았는지도,1
살았겠지만,1
굴러가다가,1
모으는데요,1
들어가시니까,1
살았더라고요,1
차려진다고,1
십장,1
박테리아,1
영풍문고,1
제라늄,1
안스리움,1
주셨었었어요,1
망설여져요,1
날리면은,1
키우셨죠,1
붙이냐고,1
키우셨구나,1
쉽나요,1
붙였었는데,1
뜬다곤,1
심으시려고,1
망설여지곤,1
내려가셔,1
망설인다면은,1
내려갔으,1
올라갔었어야,1
기른다든지,1
들거,1
크시네요,1
대들어서,1
기르시면서,1
어옷,1
도망가면은,1
고쳐졌나,1
맞다곤,1
올리셔서,1
알러르기,1
화채,1
숭덩숭덩,1
생각나고요,1
골라지는,1
옥희,1
사이타마현,1
지어졌다가,1
즐기기에,1
정해지지는,1
지나다니게,1
버는,1
허름하,1
비데,1
슬러,1
거냔,1
쏟기,1
올랐다란,1
들었겠지,1
오른다더니만,1
오르는구나,1
가는가,1
올랐다거나,1
올랐던음에도,1
않았대,1
높인다면,1
뽑냐고,1
바꿔줘야지,1
얽혀있어서,1
죽였어야,1
작아졌다,1
적어지,1
기였,1
뺐자는,1
쭐였,1
연필통,1
무취,1
세라믹,1
투룸이거,1
꾸미셨나요,1
꾸미셨어요,1
줄였어도,1
남기니까,1
하셨겠어요,1
머무르,1
나누신,1
썼으려면은,1
넣었었거든요,1
셀까,1
맞먹거든요,1
닦여요,1
도와주셨으면,1
꾸몄었거든요,1
꾸미니까,1
꽂아도,1
떼셨다고,1
이사해,1
달구벌,1
만촌동,1
지어졌던,1
뛰어놀지,1
껴있으니까,1
남아돌아야,1
껴있다고,1
지어졌으니까,1
멀어지겠지,1
고정력,1
윤짜미,1
령령,1
크렌,1
인의,1
적함,1
자기화,1
사봤거든,1
당긴단,1
꺼내려면,1
부딪히면은,1
바르도록,1
알되,1
럴링,1
못친소,1
델루,1
여진구,1
호내,1
끄로,1
여우거우,1
셌거든,1
벤텐,1
껐잖아,1
가수이면서,1
배우셨을,1
버리다니,1
도식,1
살려도,1
였었기,1
내려놓아,1
올렸잖아,1
맞구나라고,1
이러려,1
들어가겠지만,1
낳아야겠다라는,1
느꼈을지,1
분이시라서,1
바뀌셨고,1
끼치는구나,1
흘러가요,1
침사추이,1
마다가스카,1
바오바브나무,1
광석,1
몸담,1
꽃동산,1
괴석,1
풍화,1
단수이,1
스편,1
돌아보기는,1
생각나도,1
지나자마자,1
따라간다,1
생각났고,1
도망갈까,1
빌었었고,1
여기다는,1
투구,1
해저드,1
제이제이,1
범버카,1
맞을지가,1
올리러,1
하셨었거든,1
다가갔지만,1
칠지가,1
둘었었던,1
앞서다가,1
치지만은,1
이기려고만,1
졌어,1
지연해,1
걷는데도,1
걷다가도,1
불나는,1
흔들어지고,1
걸어지는,1
꿈치에,1
꿈치,1
춤추는데,1
알았냐고,1
도독,1
하얼빈,1
조윤,1
조유리,1
떴었지,1
부르곤,1
어리네,1
산임,1
허러택,1
질산,1
웅앙,1
육도,1
옴매,1
추자,1
살았어야,1
먹고살잖아,1
살거니까,1
차려줘,1
입혔다,1
묻혀놨더니,1
돌아가며,1
어린것이,1
나다니고,1
배워줄까,1
따라갈게,1
썩이면,1
췄기,1
배울게,1
불러줘야,1
뛰어나가,1
춤춰,1
쌓였어,1
뛰어나가면은,1
펜네,1
소간,1
생가지,1
즐겨하질,1
날것에,1
얹어진,1
부르르,1
칙칙칙,1
꽃대,1
분쪽,1
관엽,1
떠오르시는,1
파인이,1
들였었는데,1
비웠는데,1
폈는데요,1
붙을려고,1
뿌려줘야,1
생기는지는,1
보이겠다,1
폈다는,1
파인이를,1
파인이가,1
닮았는지,1
닮지는,1
닮아가듯이,1
죽이거나,1
그린테,1
살아있는,1
돌본다고,1
물어볼테니까,1
캐즈,1
체취,1
발향,1
끼어도,1
끌하면은,1
샀었어야,1
넘기지를,1
거두기도,1
사냐라고,1
봤으나,1
해준다는,1
이내더라고요,1
갖다주시라,1
해주셔,1
해주시잖아요,1
해보셨나요,1
해봤고,1
됐느냐에,1
해놨다고,1
나눈다는,1
푼다거나,1
편이었구나,1
받아들이냐,1
받아들이냐에,1
들어있을까,1
견디지도,1
바라본다거나,1
바꾼다라는,1
고쳐진다면,1
어레,1
투움바,1
스푸,1
완숙,1
스낵면,1
남정,1
만들었었었는데,1
쥐거나,1
펴면서,1
잡겠고,1
달라진단,1
적었죠,1
데울,1
끓이는데도,1
퍼지면은,1
풀렸네,1
따르려면은,1
닿아놓고,1
올리든,1
끄기,1
끓였으니까,1
넘기거든,1
녹이면은,1
녹였단,1
알았단,1
묻었는데,1
묻었네,1
꽂아놓고,1
손동운,1
열애설,1
사빠,1
하랑,1
르쎄라핌,1
가창력,1
해원,1
선미,1
일편단심,1
해찬,1
이동현,1
전일,1
흉부,1
스위니,1
신성록,1
김준수,1
홍광,1
개그우먼,1
코빅,1
알아줘서,1
말하곤,1
불으라면,1
느스,1
걸터,1
칠해,1
리폼해,1
지워지,1
털면서,1
달라졌구나,1
이루어질지는,1
문이었단,1
능력자,1
벌렌,1
스탠드업,1
코미디언,1
과산화수소,1
깬다,1
놀랐대,1
데려왔었거든,1
길렀단,1
뒀었어야,1
보셔라,1
뽑았단,1
심자,1
현재상황,1
채무,1
이조,1
떠안고,1
받아놨는데,1
해였고,1
돌게,1
빼먹으려고,1
커져있기,1
길어지더라도,1
끼치면,1
맡긴다,1
잡혀있는지,1
잡혀있거든,1
맡기겠다,1
지으려면,1
귀중,1
망가지,1
튄다든지,1
이뤄져서,1
준다더니,1
돌려준,1
붙잡히긴,1
겁나겠구나,1
사가더라고,1
내놓아도,1
사들이니까,1
따기처럼,1
마터호른,1
들었었잖아,1
싶었다라는,1
흘린다고,1
보이겠지,1
쌓이겠지,1
꺼내지면서,1
작아진다고,1
속칭,1
카테킨,1
빠지겠지라는,1
빼자라고,1
굶었었는데,1
굶는다,1
하였다고,1
뺐더니,1
뺐었던,1
쪄있는,1
돋기,1
빼더라고요,1
쪄있고,1
가르시니아나,1
줄어드느냐,1
먹냐에,1
부글댄다,1
가르시니아를,1
부글대는,1
찌셔,1
빠지시지,1
줄어있을,1
남자아이인,1
꺼려하거나,1
숙여서,1
늘어있으면,1
앉아있으면,1
어집안,1
이국,1
하른,1
이었었나요,1
가져야겠지만,1
붙기도,1
살리셔서,1
들어가신다면은,1
가지실,1
들이는데,1
해오셨는데,1
매긴다,1
해내도,1
매기자면,1
매기실,1
맞춰서도,1
여쭙게,1
가지셨거든요,1
욱했던,1
싶어졌는데,1
놀리거나,1
닮아가려고,1
닮아가야겠다,1
느껴지나요,1
친해졌다는,1
빠빠이,1
강산에,1
번임,1
본도,1
격오,1
속보,1
도망가나,1
찾았다가,1
잃었었지,1
모인다고,1
가르는데,1
놀렸거든요,1
놀렸는데,1
바꾸더니,1
피워요,1
뒈질,1
뛰어가야,1
뛰더라,1
없어졌겠지,1
찢어졌었지,1
물대,1
말씀드렸을걸,1
내려오기도,1
싸웠죠,1
데려가기,1
데려가요,1
채웠었죠,1
바꾸자마자,1
피엑슨,1
지엑슨,1
인실이었잖아,1
샜단,1
감았고,1
발랐단,1
시키셨,1
걸렸었는지를,1
삼켰는데,1
느꼈겠구먼,1
키우시잖아,1
피우냐고,1
피우래,1
자신이거든,1
가시고요,1
빠지려나,1
앱등이,1
물금,1
초봄,1
초특,1
계부,1
압류,1
해피머니,1
주셨죠,1
닳더라고,1
쏘니,1
갈아타서,1
팔렸지,1
하실래요,1
바꾸자라는,1
깎는다,1
후려쳐야지,1
끝나가기,1
돌려주질,1
잡혔지만,1
사기였었고,1
잡혀갈,1
잘못이거든,1
돌려주더라고,1
째라,1
라다크,1
소거,1
옐로우,1
나이프,1
처칠,1
덕수궁,1
한류,1
갔었는지도,1
가져가긴,1
정해지,1
산고,1
깔려있지,1
오르내림에,1
파셔도,1
개주,1
뛰어들었다가,1
잃었는,1
잃긴,1
받겠습니다,1
이어가겠습니다,1
오를까,1
보낸단,1
느꼈단,1
우성만,1
김주원,1
경도,1
류중일,1
이정용,1
함덕주,1
김민혁,1
장성호,1
팽팽하,1
삼차,1
배재성,1
엔트리,1
벤저민,1
최승민,1
홍찬,1
무안,1
심동섭,1
김세연,1
김주찬,1
버나디,1
영기,1
브렛,1
최병룡,1
장동,1
효상,1
임기영,1
최지민,1
정해영,1
박준표,1
좌익수,1
외얀,1
고정욱,1
중견수,1
우익수,1
김선빈,1
글로브,1
삼루수,1
김도형,1
던지더라,1
던지긴,1
내려왔더라,1
이겼으면,1
뽑히기만,1
뒀으니까,1
생각나더라,1
타였는데,1
놓쳤다는,1
됐을지가,1
뛰었으면,1
이루수는,1
노려보는,1
삼중,1
핵폐기물,1
방사성,1
크라이,1
끼임,1
시위운동,1
정인,1
상해죄,1
라리,1
오염시켜야,1
저러지라고,1
나타날지를,1
나타날까,1
나서기보다는,1
나불대고,1
묻었다라는,1
일어나나,1
저질렀거나,1
준다던데,1
부금,1
머치,1
숏헤언,1
버금,1
노쇠,1
파행,1
요물,1
질러요,1
지르려고,1
질러지더라고요,1
낳니,1
낳는대요,1
흔들렸다가,1
다독여,1
떠났거든요,1
뜯어가는,1
먹이지도,1
핥는데,1
걸어오면,1
쏘아,1
붙였거든요,1
감춰야,1
떼기도,1
삼계,1
말복,1
합천,1
농지,1
시고모,1
요모조모,1
엊그저,1
구이해,1
황탯국,1
닭값,1
샘표,1
꿉한데,1
분인데도,1
찧은,1
말았거든요,1
보내셨더라고요,1
심어놨거든요,1
부치니까,1
치워야지,1
굶기도,1
말려고요,1
보내주셔서,1
묻혀놓은,1
